geo_unit,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
TEMP000012,6,4,2,3,1,7,1,3,2,4,3,2,4,2,4,1,4,0,0,1,2,3,2,3,0,5,3,2,1,4,2,3,0,0,0,3,3,3,1,0,1,2,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000013,4,4,4,4,5,3,1,3,4,2,4,1,0,5,4,3,2,2,6,1,3,2,2,2,1,4,4,3,3,1,0,1,1,2,2,1,3,0,2,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000014,1,3,1,3,5,2,1,4,3,5,1,6,1,5,3,2,2,5,1,2,4,4,2,1,0,1,2,2,0,5,2,2,5,1,1,1,3,2,0,2,0,2,1,0,1,0,1,0,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000015,6,1,2,4,1,3,5,4,6,1,6,1,3,3,3,1,5,0,1,1,2,6,5,1,2,4,1,3,2,2,1,1,2,2,1,1,1,1,2,0,3,2,0,4,2,1,2,1,0,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000016,6,3,2,1,2,4,4,0,1,4,2,4,7,2,2,4,4,4,2,4,3,6,1,2,0,4,2,3,3,3,4,1,0,6,3,0,0,1,1,0,0,0,1,0,1,1,1,0,0,3,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000017,6,6,3,1,7,3,1,2,4,4,2,7,6,3,4,4,2,3,3,1,1,4,0,2,3,2,1,4,4,2,2,1,2,3,0,1,0,2,1,0,2,1,1,0,1,0,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000018,3,2,3,5,0,4,4,3,1,0,4,5,5,6,6,5,2,2,5,1,2,2,1,1,2,4,3,4,0,2,3,0,1,2,0,0,2,0,0,0,2,0,0,0,4,0,1,0,1,2,1,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000019,5,2,6,3,1,4,6,1,2,2,4,0,2,6,6,5,0,4,2,4,3,1,1,4,3,2,5,0,1,0,0,2,1,0,1,2,3,2,1,1,0,1,0,2,2,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000020,3,4,5,6,1,4,4,1,3,4,1,5,1,0,5,1,5,2,0,2,4,7,1,3,2,0,1,3,4,1,1,0,1,2,1,4,2,0,1,1,0,1,2,1,1,0,0,0,1,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000021,1,3,1,1,1,3,4,3,1,1,4,6,3,2,2,6,3,3,3,4,4,8,4,5,3,5,2,2,1,0,3,1,0,1,1,1,1,3,0,1,2,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000022,2,4,2,4,3,2,1,3,1,4,2,3,3,0,1,4,1,3,5,1,3,1,3,3,0,2,1,2,0,2,1,4,2,2,1,4,2,1,1,0,1,1,2,0,5,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000023,3,2,6,2,2,1,3,5,4,4,3,2,5,0,4,2,3,2,3,2,3,2,1,2,2,5,1,3,2,1,1,1,1,2,2,3,2,0,2,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000024,3,2,3,3,5,4,3,6,3,3,2,4,1,3,1,3,1,2,6,2,1,1,1,1,0,1,3,0,3,0,1,1,1,1,1,5,0,0,2,2,1,0,1,2,4,2,0,0,0,0,0,1,0,0,0,1,0,0,1,2,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000025,2,4,0,2,2,3,0,5,4,1,1,5,4,3,2,2,2,2,5,2,1,4,2,0,2,1,4,4,6,0,0,1,2,3,2,0,0,3,0,5,0,1,0,3,2,0,1,1,1,0,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000026,3,2,7,2,3,5,3,4,2,0,1,1,4,2,1,1,0,4,5,0,2,2,2,0,0,4,1,2,0,2,3,2,1,0,2,0,3,1,0,2,0,3,1,0,1,1,0,3,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000027,4,3,2,0,3,2,2,3,2,3,2,1,5,2,1,3,2,2,2,1,1,1,2,9,2,3,2,4,0,2,1,0,2,4,2,1,3,1,2,0,1,2,1,2,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000028,1,3,3,0,3,3,4,2,5,1,4,3,4,1,1,1,3,1,2,4,6,0,1,1,3,2,3,2,1,5,1,1,3,2,4,3,1,1,0,0,0,1,1,2,0,1,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000029,2,2,4,4,3,4,3,4,1,3,3,3,1,2,3,2,1,6,4,3,4,2,0,0,2,7,0,3,0,1,4,1,3,5,3,1,0,1,0,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000030,4,5,3,5,3,4,1,4,1,1,3,2,1,3,2,2,0,3,2,4,3,1,1,1,1,4,4,4,1,0,1,2,2,2,1,0,2,1,2,2,0,0,1,0,0,1,0,0,1,0,0,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000031,2,5,0,3,5,3,3,1,1,7,2,3,3,0,1,2,5,5,1,3,0,3,4,4,1,2,0,2,0,1,3,2,2,2,1,2,2,1,1,0,4,1,0,1,0,2,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000032,5,1,1,2,3,4,2,5,1,3,5,2,3,9,6,4,2,2,1,2,5,3,2,3,2,1,3,0,4,1,3,0,4,1,1,3,1,0,0,3,0,0,1,2,1,2,0,1,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000033,5,1,2,5,5,3,3,3,2,3,4,3,4,1,2,2,3,6,0,2,6,1,1,2,2,2,5,0,5,1,1,2,1,2,2,5,2,0,1,1,2,0,3,2,1,2,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000034,5,4,5,5,1,6,2,2,2,3,3,2,5,3,1,2,4,5,5,2,2,1,4,0,1,3,0,4,3,0,1,1,2,1,3,1,1,2,1,3,0,2,0,1,1,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000035,1,4,2,3,1,0,2,3,1,5,0,2,2,5,3,4,1,1,2,5,4,3,5,2,2,1,2,3,4,0,2,0,3,0,0,2,2,1,2,2,1,2,1,2,0,0,2,1,1,0,1,0,1,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000036,4,1,1,5,4,6,3,0,2,1,3,6,2,7,4,3,2,3,4,4,1,3,2,2,1,4,3,0,1,4,2,6,0,3,3,0,3,0,0,2,3,1,0,1,2,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000037,4,5,2,3,2,0,6,0,1,3,2,2,2,1,8,5,4,2,4,4,1,1,3,1,1,1,3,0,3,2,3,2,3,0,1,1,1,1,1,2,1,3,3,0,1,1,1,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000038,0,2,4,1,1,3,1,8,3,3,2,3,2,0,5,4,3,1,2,4,1,2,3,4,4,2,4,0,3,1,1,1,0,0,2,2,2,1,1,5,1,1,1,0,0,2,1,0,0,1,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000039,9,1,2,6,3,1,6,1,2,4,4,2,5,2,1,1,5,3,1,1,3,1,4,2,2,2,2,2,0,0,3,2,1,2,3,5,1,0,2,2,1,0,3,0,0,1,4,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000040,6,7,4,3,2,3,3,5,3,2,2,3,5,3,4,2,4,6,4,3,6,0,1,0,2,0,0,1,0,1,1,4,0,1,1,1,2,3,2,2,1,1,1,1,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000041,6,3,1,6,2,5,1,3,2,1,4,3,1,1,1,2,2,2,2,1,5,3,5,0,1,0,1,4,1,1,1,3,2,1,2,3,2,1,2,0,0,1,2,0,1,1,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000042,3,5,5,1,4,1,2,1,4,5,5,4,3,1,3,3,1,4,3,3,1,5,3,3,1,5,2,4,1,2,2,0,5,0,0,1,0,1,1,1,0,3,1,1,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000043,3,1,4,3,7,1,5,7,0,1,3,0,3,2,1,4,4,2,6,4,0,4,0,1,5,2,3,4,2,3,5,1,0,3,1,0,1,1,0,0,2,5,2,0,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000044,1,2,1,1,3,1,1,5,5,4,0,2,2,4,3,2,3,6,1,4,2,2,1,1,0,5,3,1,0,1,1,2,1,1,0,3,1,2,0,2,2,1,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
TEMP000045,0,1,3,0,5,1,1,3,5,1,4,1,6,2,2,2,4,0,0,5,0,3,2,2,4,1,1,0,2,0,0,2,2,0,1,1,3,0,1,2,2,0,1,1,0,2,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000046,4,2,4,3,0,5,2,2,3,3,2,3,2,2,2,4,2,0,2,2,2,1,3,1,3,2,5,2,2,2,3,2,1,2,0,3,1,0,0,0,1,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000047,2,4,6,3,3,2,1,1,3,2,7,4,1,4,2,1,1,1,5,3,2,2,1,4,0,2,1,2,2,3,1,1,2,0,0,1,5,0,4,0,1,1,0,1,1,1,1,0,1,0,3,0,0,0,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000048,2,5,2,2,4,5,2,1,2,2,0,2,7,4,3,2,3,2,3,0,0,1,0,2,4,5,1,1,3,3,2,1,2,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000049,1,4,2,2,5,1,1,4,2,3,4,3,3,3,4,6,3,5,5,0,2,3,2,4,1,3,1,0,3,2,0,2,1,2,2,1,1,2,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000050,2,5,3,1,1,3,3,2,3,3,3,2,1,1,1,5,0,3,2,2,1,1,2,3,1,2,2,2,2,2,2,0,1,3,1,3,1,2,2,2,1,2,3,2,1,1,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000051,4,4,3,1,2,1,4,6,2,1,4,1,8,1,5,2,4,1,3,0,2,3,1,2,3,0,2,0,1,2,0,1,1,0,1,3,1,2,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000052,6,3,0,2,5,3,3,3,2,1,2,6,5,1,1,3,4,1,3,1,1,6,1,4,2,4,0,2,4,1,4,1,3,1,1,3,1,0,1,2,1,1,1,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000053,2,5,4,5,7,3,2,2,2,3,2,3,4,2,2,3,6,1,3,3,2,1,2,1,4,2,2,0,1,1,1,3,2,3,0,1,3,3,2,1,1,0,2,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000054,3,3,2,2,5,4,2,1,2,2,2,4,2,3,1,2,5,3,3,4,2,1,0,2,1,2,3,2,3,0,1,3,0,0,1,1,3,1,3,1,2,0,0,0,1,3,3,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000055,4,4,5,1,4,3,2,2,4,3,4,2,3,1,4,2,3,3,3,0,4,1,2,2,1,1,2,4,1,0,1,3,1,1,0,1,0,1,0,1,1,3,0,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000056,2,1,1,3,4,1,0,2,6,2,1,3,3,3,2,1,0,2,3,4,1,4,1,1,2,1,4,2,4,1,0,1,3,1,2,1,1,1,2,1,2,1,1,1,2,2,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000057,3,4,1,2,2,3,2,0,5,4,3,2,3,2,2,2,5,3,3,0,3,3,3,2,4,3,1,2,3,1,1,2,1,2,0,1,0,4,1,0,0,1,1,2,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000058,4,1,1,5,2,3,6,4,1,1,0,1,1,2,3,5,3,4,1,1,2,4,1,1,1,2,1,4,3,4,1,1,3,1,2,1,0,2,1,2,0,0,1,0,1,0,0,2,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000059,4,2,1,1,1,0,2,0,4,1,5,3,5,1,2,1,2,1,3,2,0,2,4,4,3,0,1,1,1,5,2,3,0,0,0,1,2,2,3,2,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
TEMP000060,1,5,4,2,4,3,2,2,3,4,2,1,2,4,2,6,2,2,1,2,3,3,0,1,3,1,1,3,3,4,0,0,1,2,2,4,1,3,1,1,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000061,2,3,4,3,2,1,4,5,5,0,0,6,2,4,1,3,0,5,1,3,1,3,3,0,1,1,1,4,3,1,1,1,2,2,1,3,3,1,2,1,1,2,4,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000062,5,0,5,4,3,1,2,7,0,2,3,3,1,1,4,2,4,2,2,3,2,3,5,2,2,2,5,0,3,0,2,0,2,1,1,1,1,1,2,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000063,1,1,6,4,5,3,1,2,2,2,4,3,3,1,1,1,0,1,4,2,4,3,2,1,0,2,0,1,1,4,1,2,3,1,0,5,1,2,2,2,1,2,2,1,5,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000064,1,5,2,2,4,2,5,3,2,3,1,4,3,2,2,4,3,1,3,2,4,4,1,4,6,3,2,0,2,3,0,2,2,1,2,1,0,3,0,0,1,1,1,0,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TEMP000065,2,4,1,4,4,4,1,2,4,4,2,2,3,0,4,4,3,5,2,0,3,2,7,2,4,1,1,2,5,1,2,0,1,1,3,1,0,3,2,2,1,1,2,0,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
