person_id,person_sex,person_age,residence_type,residence_original_pattern,residence_geo_unit,venue_name,venue_type,employee_count,industry_code,sizeband
18851,female,25,household,0 0 2 0,E00105049,comp_14472,company,4,F,0-4
18853,female,25,household,0 >=0 >=0 >=0,E00105051,comp_14426,company,95,C,50-294
18854,female,25,household,0 0 2 0,E00105051,comp_14142,company,117,J,50-294
18855,female,25,household,0 0 1 0,E00105053,comp_14178,company,4,M,0-4
18856,female,25,household,0 0 1 0,E00105054,comp_14154,company,105,K,50-294
18858,female,25,household,0 0 1 0,E00105056,comp_14377,company,203,Q,50-294
18859,female,25,household,0 0 1 0,E00105058,comp_14037,company,4,Other,0-4
18861,female,25,household,0 0 2 0,E00105077,comp_14387,company,10,Q,10-19
18863,female,25,household,0 0 1 0,E00105079,comp_13941,company,4,O,0-4
18864,female,25,household,0 0 2 0,E00105079,comp_14288,company,4,O,0-4
18865,female,25,household,0 0 1 0,E00105079,comp_14009,company,4,Q,0-4
18867,female,25,household,0 0 2 0,E00105080,comp_13926,company,4,N,0-4
18870,female,25,household,0 0 2 0,E00105102,comp_13997,company,4,Q,0-4
18871,female,25,household,>=2 >=0 2 0,E00105104,comp_14513,company,33,H,20-49
18872,female,25,household,0 0 2 0,E00105106,comp_14403,company,144,Other,50-294
18874,female,25,household,0 0 1 0,E00105106,comp_14428,company,95,C,50-294
18875,female,25,household,0 0 2 0,E00105107,comp_14365,company,89,P,50-294
18877,female,25,household,>=2 >=0 2 0,E00105109,comp_14162,company,49,M,20-49
18878,female,25,household,0 0 1 0,E00105109,comp_14426,company,95,C,50-294
18879,female,25,household,1 >=0 2 0,E00105183,comp_14375,company,204,Q,50-294
18883,female,25,household,0 0 1 0,E00105184,comp_14366,company,89,P,50-294
18884,female,25,household,>=2 >=0 2 0,E00105184,comp_11179,company,4,I,0-4
18886,female,25,household,0 0 2 0,E00171797,comp_14468,company,130,F,50-294
18889,female,25,household,0 0 1 0,E00171828,comp_14373,company,5,P,5-9
18892,female,25,household,0 0 1 0,E00171834,comp_14210,company,4,N,0-4
18895,female,25,household,0 0 2 0,E00171870,comp_14364,company,999,P,250+
18896,female,25,household,0 0 1 0,E00171870,comp_14517,company,36,I,20-49
18897,female,25,household,1 >=0 2 0,E00171953,comp_14227,company,4,N,0-4
18898,female,25,household,1 >=0 >=0 >=0,E00183228,comp_14388,company,10,Q,10-19
18900,female,25,household,0 0 2 0,E00183254,comp_14403,company,144,Other,50-294
18901,female,25,household,>=2 >=0 2 0,E00183254,comp_14468,company,130,F,50-294
18903,female,25,household,0 0 2 0,E00183254,comp_14534,company,5,I,5-9
18905,female,25,household,0 0 2 0,E00183254,comp_14392,company,5,Q,5-9
18906,female,25,household,>=2 >=0 2 0,E00183264,comp_14142,company,117,J,50-294
18907,female,25,household,1 >=0 2 0,E00183264,comp_14165,company,19,M,10-19
18909,female,25,household,0 0 2 0,E00183264,comp_14429,company,10,C,10-19
18910,female,25,household,0 0 2 0,E00183273,comp_14366,company,89,P,50-294
18911,female,25,household,0 0 2 0,E00183273,comp_14468,company,130,F,50-294
18912,female,25,household,1 >=0 2 0,E00183278,comp_13923,company,4,N,0-4
18913,female,25,household,1 >=0 2 0,E00183278,comp_13914,company,4,M,0-4
18917,female,25,household,0 0 2 0,E00183289,comp_14222,company,4,N,0-4
18920,female,25,household,1 >=0 2 0,E00183289,comp_14376,company,204,Q,50-294
18922,female,25,household,0 0 2 0,E00183289,comp_14377,company,203,Q,50-294
18924,female,25,household,>=2 >=0 2 0,E00183295,comp_14003,company,4,Q,0-4
18926,female,25,household,0 >=0 0 0,E00183314,comp_14223,company,4,N,0-4
18928,female,25,household,0 0 1 0,E00183315,comp_14527,company,5,I,5-9
18929,male,25,household,0 0 2 0,E00062058,comp_10591,company,49,J,20-49
18930,male,25,household,0 0 1 0,E00062058,comp_10873,company,20,Q,20-49
18931,male,25,household,0 0 1 0,E00062058,comp_11109,company,5,H,5-9
18932,male,25,household,0 0 1 0,E00062059,comp_10573,company,444,C,250+
18933,male,25,household,0 0 2 0,E00062061,comp_10964,company,5,C,5-9
18934,male,25,household,0 0 2 0,E00062061,comp_10960,company,5,C,5-9
18935,male,25,household,1 >=0 >=0 >=0,E00062061,comp_10710,company,4,N,0-4
18936,male,25,household,0 0 1 0,E00062066,comp_10959,company,391,C,250+
18937,male,25,household,0 0 1 0,E00062067,comp_11010,company,10,F,10-19
18938,male,25,household,0 0 1 0,E00062067,comp_10883,company,10,Q,10-19
18939,male,25,household,1 >=0 2 0,E00062068,comp_10551,company,42,L,20-49
18941,male,25,household,0 0 1 0,E00062069,comp_10874,company,20,Q,20-49
18942,male,25,household,0 0 2 0,E00062069,comp_10632,company,4,L,0-4
18943,male,25,household,0 0 2 0,E00062070,comp_11009,company,283,F,250+
18945,male,25,household,0 0 2 0,E00062070,comp_10853,company,317,P,250+
18946,male,25,household,0 0 2 0,E00062070,comp_10841,company,4,O,0-4
18947,male,25,household,0 0 1 0,E00062309,comp_10580,company,341,F,250+
18948,male,25,household,0 0 1 0,E00062309,comp_10581,company,338,G,250+
18949,male,25,household,1 >=0 2 0,E00062309,comp_10570,company,4,Other,0-4
18950,male,25,household,0 0 1 0,E00062310,comp_10555,company,253,N,250+
18951,male,25,household,0 0 2 0,E00062311,comp_10573,company,444,C,250+
18952,male,25,household,0 >=0 >=0 >=0,E00062311,comp_11079,company,4,G,0-4
18953,male,25,household,0 0 1 0,E00062312,comp_10573,company,444,C,250+
18954,male,25,household,0 0 1 0,E00062312,comp_10863,company,20,Q,20-49
18955,male,25,household,0 0 1 0,E00062312,comp_10583,company,350,H,250+
18956,male,25,household,>=2 >=0 2 0,E00062313,comp_10614,company,33,K,20-49
18957,male,25,household,0 0 2 0,E00062313,comp_10816,company,4,O,0-4
18958,male,25,household,0 >=0 >=0 >=0,E00062314,comp_10959,company,391,C,250+
18959,male,25,household,0 0 2 0,E00062314,comp_10763,company,4,O,0-4
18960,male,25,household,0 0 2 0,E00062315,comp_14142,company,117,J,50-294
18961,male,25,household,0 0 1 0,E00062315,comp_10581,company,338,G,250+
18962,male,25,household,0 0 1 0,E00062315,comp_13932,company,4,O,0-4
18963,male,25,household,0 0 2 0,E00062316,comp_10853,company,317,P,250+
18964,male,25,household,0 0 2 0,E00062317,comp_10558,company,385,P,250+
18965,male,25,household,1 >=0 2 0,E00062318,comp_10561,company,20,Q,20-49
18966,male,25,household,0 0 1 0,E00062318,comp_10573,company,444,C,250+
18967,male,25,household,0 0 1 0,E00062319,comp_11112,company,4,H,0-4
18969,male,25,household,>=2 >=0 2 0,E00062320,comp_11106,company,320,H,250+
18970,male,25,household,0 0 2 0,E00062321,comp_10580,company,341,F,250+
18971,male,25,household,0 0 2 0,E00062321,comp_11195,company,4,I,0-4
18972,male,25,household,0 0 2 0,E00062322,comp_10806,company,4,O,0-4
18973,male,25,household,0 0 1 0,E00062322,comp_10866,company,20,Q,20-49
18974,male,25,household,0 0 2 0,E00062322,comp_10769,company,4,O,0-4
18975,male,25,household,0 0 2 0,E00062323,comp_11061,company,4,G,0-4
18976,male,25,household,>=2 >=0 2 0,E00062323,comp_11109,company,5,H,5-9
18977,male,25,household,0 >=0 >=0 >=0,E00062324,comp_10550,company,173,K,50-294
18978,male,25,household,0 0 1 0,E00062324,comp_10552,company,203,M,50-294
18980,male,25,household,0 0 1 0,E00062358,comp_10757,company,4,O,0-4
18981,male,25,household,0 0 2 0,E00062359,comp_10853,company,317,P,250+
18982,male,25,household,0 0 1 0,E00062359,comp_10581,company,338,G,250+
18983,male,25,household,0 0 2 0,E00062359,comp_10559,company,874,Q,250+
18984,male,25,household,0 0 1 0,E00062360,comp_10573,company,444,C,250+
18985,male,25,household,0 >=1 1 0,E00062360,comp_10853,company,317,P,250+
18986,male,25,household,0 0 2 0,E00062361,comp_10862,company,20,Q,20-49
18987,male,25,household,0 0 1 0,E00062361,comp_11069,company,4,G,0-4
18988,male,25,household,0 >=1 1 0,E00062362,comp_14468,company,130,F,50-294
18989,male,25,household,0 0 1 0,E00062363,comp_10594,company,9,J,5-9
18990,male,25,household,0 0 2 0,E00062363,comp_14207,company,4,N,0-4
18991,male,25,household,0 0 2 0,E00062364,comp_10595,company,9,J,5-9
18992,male,25,household,0 0 2 0,E00062365,comp_10608,company,4,J,0-4
18993,male,25,household,1 >=0 1 0,E00062365,comp_10561,company,20,Q,20-49
18994,male,25,household,0 0 2 0,E00062366,comp_11203,company,4,I,0-4
18995,male,25,household,0 >=0 >=0 >=0,E00062367,comp_13879,company,4,K,0-4
18996,male,25,household,1 >=0 2 0,E00062367,comp_10712,company,4,N,0-4
18997,male,25,household,0 0 2 0,E00062368,comp_10853,company,317,P,250+
18998,male,25,household,0 0 2 0,E00062368,comp_10581,company,338,G,250+
18999,male,25,household,0 0 1 0,E00062369,comp_10959,company,391,C,250+
19000,male,25,household,0 0 2 0,E00062371,comp_11075,company,4,G,0-4
19001,male,25,household,1 >=0 2 0,E00062371,comp_10573,company,444,C,250+
19002,male,25,household,1 >=0 >=0 >=0,E00062372,comp_10759,company,4,O,0-4
19003,male,25,household,0 0 2 0,E00062373,comp_10560,company,20,Q,20-49
19004,male,25,household,1 >=0 1 0,E00062374,comp_10969,company,4,C,0-4
19005,male,25,household,0 0 2 0,E00062375,comp_14427,company,95,C,50-294
19006,male,25,household,0 0 2 0,E00062376,comp_10581,company,338,G,250+
19007,male,25,household,0 0 1 0,E00062376,comp_10581,company,338,G,250+
19008,male,25,household,0 0 2 0,E00062377,comp_10778,company,4,O,0-4
19009,male,25,household,0 0 2 0,E00062378,comp_10959,company,391,C,250+
19010,male,25,household,0 0 2 0,E00062378,comp_10555,company,253,N,250+
19013,male,25,household,0 0 1 0,E00104961,comp_11096,company,4,G,0-4
19014,male,25,household,0 0 1 0,E00104961,comp_14367,company,88,P,50-294
19016,male,25,household,0 0 1 0,E00104961,comp_14511,company,34,H,20-49
19018,male,25,household,0 0 1 0,E00104962,comp_14010,company,3,Q,0-4
19019,male,25,household,0 0 2 0,E00104962,comp_14403,company,144,Other,50-294
19020,male,25,household,0 0 2 0,E00104962,comp_14366,company,89,P,50-294
19022,male,25,household,0 0 1 0,E00104963,comp_14513,company,33,H,20-49
19024,male,25,household,0 0 1 0,E00104966,comp_14157,company,4,L,0-4
19025,male,25,household,0 0 2 0,E00104966,comp_14427,company,95,C,50-294
19026,male,25,household,>=2 >=0 2 0,E00105051,comp_13925,company,4,N,0-4
19027,male,25,household,0 0 1 0,E00105051,comp_14481,company,5,G,5-9
19029,male,25,household,0 0 1 0,E00105054,comp_14427,company,95,C,50-294
19030,male,25,household,0 0 2 0,E00105056,comp_13958,company,200,P,50-294
19031,male,25,household,0 0 1 0,E00105061,comp_14179,company,4,M,0-4
19033,male,25,household,0 0 2 0,E00105078,comp_14477,company,10,G,10-19
19034,male,25,household,0 0 1 0,E00105078,comp_14403,company,144,Other,50-294
19035,male,25,household,0 0 1 0,E00105079,comp_14422,company,4,B,0-4
19042,male,25,household,0 0 1 0,E00105101,comp_13961,company,20,P,20-49
19043,male,25,household,0 0 2 0,E00105102,comp_14156,company,75,L,50-294
19044,male,25,household,0 0 2 0,E00105104,comp_14078,company,3,H,0-4
19045,male,25,household,0 0 2 0,E00105106,comp_14379,company,20,Q,20-49
19046,male,25,household,0 0 2 0,E00105106,comp_14431,company,10,C,10-19
19047,male,25,household,0 0 2 0,E00105107,comp_14517,company,36,I,20-49
19048,male,25,household,0 0 2 0,E00105108,comp_14465,company,4,E,0-4
19049,male,25,household,0 0 2 0,E00105109,comp_14518,company,36,I,20-49
19050,male,25,household,0 0 1 0,E00105109,comp_14377,company,203,Q,50-294
19052,male,25,household,1 >=0 2 0,E00105183,comp_14142,company,117,J,50-294
19054,male,25,household,0 0 1 0,E00105184,comp_13876,company,74,J,50-294
19055,male,25,household,0 0 2 0,E00105184,comp_13960,company,20,P,20-49
19060,male,25,household,0 0 1 0,E00171828,comp_14136,company,4,I,0-4
19063,male,25,household,0 0 1 0,E00171834,comp_14375,company,204,Q,50-294
19064,male,25,household,0 >=0 >=0 >=0,E00171869,comp_13876,company,74,J,50-294
19065,male,25,household,0 >=0 >=0 >=0,E00171869,comp_14476,company,10,G,10-19
19067,male,25,household,0 >=0 >=0 >=0,E00171869,comp_13971,company,4,Q,0-4
19070,male,25,household,0 >=0 >=0 >=0,E00171869,comp_14292,company,4,O,0-4
19071,male,25,household,0 >=0 >=0 >=0,E00171869,comp_14377,company,203,Q,50-294
19072,male,25,household,0 >=0 >=0 >=0,E00171869,comp_14142,company,117,J,50-294
19073,male,25,household,0 >=0 >=0 >=0,E00171869,comp_14407,company,5,Other,5-9
19075,male,25,household,0 >=0 >=0 >=0,E00171869,comp_14427,company,95,C,50-294
19077,male,25,household,0 >=0 >=0 >=0,E00171869,comp_13943,company,4,O,0-4
19080,male,25,household,0 0 2 0,E00183224,comp_14197,company,4,N,0-4
19081,male,25,household,0 0 1 0,E00183228,comp_14042,company,52,C,50-294
19082,male,25,household,0 >=0 >=0 >=0,E00183236,comp_13890,company,4,L,0-4
19084,male,25,household,0 0 1 0,E00183247,comp_14319,company,4,O,0-4
19086,male,25,household,0 0 2 0,E00183254,comp_14375,company,204,Q,50-294
19089,male,25,household,0 0 1 0,E00183264,comp_14140,company,17,A,10-19
19091,male,25,household,0 0 2 0,E00183264,comp_14377,company,203,Q,50-294
19092,male,25,household,0 0 2 0,E00183277,comp_14001,company,4,Q,0-4
19093,male,25,household,0 0 2 0,E00183278,comp_14062,company,4,G,0-4
19094,male,25,household,0 0 2 0,E00183281,comp_14304,company,4,O,0-4
19095,male,25,household,0 0 2 0,E00183281,comp_14377,company,203,Q,50-294
19098,male,25,household,0 0 2 0,E00183289,comp_14214,company,4,N,0-4
19106,male,25,household,0 0 1 0,E00183308,comp_14486,company,4,G,0-4
19107,male,25,household,0 0 1 0,E00183314,comp_14375,company,204,Q,50-294
19108,male,25,household,0 0 1 0,E00183315,comp_14029,company,4,Other,0-4
19111,female,26,household,>=2 >=0 2 0,E00062058,comp_10634,company,4,L,0-4
19112,female,26,household,0 0 1 0,E00062058,comp_11163,company,4,I,0-4
19113,female,26,household,0 0 1 0,E00062058,comp_14308,company,4,O,0-4
19114,female,26,household,0 0 2 0,E00062058,comp_14232,company,4,N,0-4
19115,female,26,household,0 0 1 0,E00062059,comp_11078,company,4,G,0-4
19116,female,26,household,0 0 1 0,E00062059,comp_10581,company,338,G,250+
19117,female,26,household,0 0 1 0,E00062061,comp_10617,company,10,K,10-19
19118,female,26,household,0 0 1 0,E00062061,comp_10865,company,20,Q,20-49
19119,female,26,household,0 0 2 0,E00062061,comp_11009,company,283,F,250+
19121,female,26,household,0 0 1 0,E00062061,comp_14375,company,204,Q,50-294
19122,female,26,household,0 0 1 0,E00062066,comp_14120,company,4,I,0-4
19123,female,26,household,>=2 >=0 2 0,E00062066,comp_10559,company,874,Q,250+
19124,female,26,household,0 0 2 0,E00062067,comp_10707,company,4,N,0-4
19125,female,26,household,0 0 1 0,E00062067,comp_10720,company,4,N,0-4
19126,female,26,household,0 0 1 0,E00062067,comp_14478,company,10,G,10-19
19127,female,26,household,0 0 1 0,E00062067,comp_10552,company,203,M,50-294
19128,female,26,household,0 0 1 0,E00062068,comp_14403,company,144,Other,50-294
19129,female,26,household,0 0 2 0,E00062068,comp_10861,company,148,Q,50-294
19130,female,26,household,1 >=0 2 0,E00062068,comp_11083,company,4,G,0-4
19131,female,26,household,0 0 1 0,E00062069,comp_11047,company,4,G,0-4
19132,female,26,household,0 0 2 0,E00062069,comp_14427,company,95,C,50-294
19133,female,26,household,0 0 1 0,E00062069,comp_10863,company,20,Q,20-49
19135,female,26,household,0 0 2 0,E00062069,comp_13957,company,200,P,50-294
19136,female,26,household,1 >=0 2 0,E00062069,comp_11009,company,283,F,250+
19137,female,26,household,0 0 1 0,E00062070,comp_10555,company,253,N,250+
19138,female,26,household,0 0 2 0,E00062070,comp_10959,company,391,C,250+
19139,female,26,household,>=2 >=0 2 0,E00062070,comp_13898,company,19,M,10-19
19140,female,26,household,0 0 1 0,E00062070,comp_10856,company,20,P,20-49
19142,female,26,household,0 0 1 0,E00062070,comp_10907,company,4,Q,0-4
19143,female,26,household,0 0 1 0,E00062309,comp_14518,company,36,I,20-49
19144,female,26,household,0 >=0 >=0 >=0,E00062309,comp_10853,company,317,P,250+
19145,female,26,household,0 >=0 >=0 >=0,E00062309,comp_10913,company,4,Other,0-4
19146,female,26,household,>=2 >=0 2 0,E00062309,comp_10967,company,5,C,5-9
19147,female,26,household,0 0 2 0,E00062310,comp_14365,company,89,P,50-294
19148,female,26,household,0 >=0 >=0 >=0,E00062310,comp_11106,company,320,H,250+
19149,female,26,household,0 0 1 0,E00062310,comp_10872,company,20,Q,20-49
19150,female,26,household,>=2 >=0 2 0,E00062310,comp_10883,company,10,Q,10-19
19151,female,26,household,0 >=0 >=0 >=0,E00062311,comp_10940,company,4,Other,0-4
19152,female,26,household,0 0 2 0,E00062311,comp_10776,company,4,O,0-4
19153,female,26,household,0 0 2 0,E00062311,comp_10580,company,341,F,250+
19154,female,26,household,0 0 1 0,E00062311,comp_10551,company,42,L,20-49
19155,female,26,household,0 0 1 0,E00062311,comp_11134,company,4,I,0-4
19156,female,26,household,0 >=0 >=0 >=0,E00062311,comp_10614,company,33,K,20-49
19157,female,26,household,1 >=0 2 0,E00062312,comp_10955,company,4,Other,0-4
19158,female,26,household,>=2 >=0 2 0,E00062312,comp_14501,company,4,G,0-4
19159,female,26,household,0 0 2 0,E00062312,comp_10548,company,236,J,50-294
19160,female,26,household,0 0 1 0,E00062312,comp_10564,company,10,Q,10-19
19161,female,26,household,0 0 1 0,E00062312,comp_11118,company,4,I,0-4
19162,female,26,household,0 0 1 0,E00062313,comp_10895,company,5,Q,5-9
19163,female,26,household,0 0 2 0,E00062313,comp_10662,company,4,M,0-4
19164,female,26,household,1 >=0 2 0,E00062313,comp_10555,company,253,N,250+
19165,female,26,household,0 0 2 0,E00062313,comp_10859,company,148,Q,50-294
19166,female,26,household,0 0 1 0,E00062314,comp_10592,company,49,J,20-49
19167,female,26,household,0 0 1 0,E00062314,comp_11121,company,4,I,0-4
19168,female,26,household,0 0 2 0,E00062314,comp_10606,company,4,J,0-4
19169,female,26,household,0 0 1 0,E00062314,comp_11012,company,10,F,10-19
19170,female,26,household,0 0 2 0,E00062315,comp_10853,company,317,P,250+
19171,female,26,household,0 0 2 0,E00062315,comp_11154,company,4,I,0-4
19172,female,26,household,0 0 2 0,E00062315,comp_10860,company,148,Q,50-294
19173,female,26,household,0 0 1 0,E00062315,comp_10959,company,391,C,250+
19174,female,26,household,0 0 1 0,E00062315,comp_10589,company,4,A,0-4
19175,female,26,household,0 0 1 0,E00062315,comp_10706,company,4,N,0-4
19176,female,26,household,0 0 2 0,E00062315,comp_10552,company,203,M,50-294
19177,female,26,household,0 0 2 0,E00062315,comp_10874,company,20,Q,20-49
19178,female,26,household,0 0 2 0,E00062316,comp_10590,company,49,J,20-49
19179,female,26,household,0 0 2 0,E00062316,comp_10555,company,253,N,250+
19180,female,26,household,0 0 2 0,E00062316,comp_10600,company,4,J,0-4
19181,female,26,household,0 0 1 0,E00062316,comp_10573,company,444,C,250+
19182,female,26,household,0 0 1 0,E00062316,comp_10555,company,253,N,250+
19183,female,26,household,0 0 1 0,E00062316,comp_10559,company,874,Q,250+
19184,female,26,household,0 0 2 0,E00062317,comp_10573,company,444,C,250+
19185,female,26,household,0 0 1 0,E00062317,comp_10608,company,4,J,0-4
19186,female,26,household,0 0 1 0,E00062317,comp_10580,company,341,F,250+
19187,female,26,household,0 0 2 0,E00062317,comp_10854,company,20,P,20-49
19188,female,26,household,0 0 2 0,E00062318,comp_10977,company,10,D,10-19
19189,female,26,household,0 0 2 0,E00062318,comp_11106,company,320,H,250+
19190,female,26,household,>=2 >=0 2 0,E00062318,comp_14149,company,4,J,0-4
19192,female,26,household,0 0 2 0,E00062318,comp_10595,company,9,J,5-9
19193,female,26,household,0 0 2 0,E00062318,comp_10687,company,4,M,0-4
19194,female,26,household,0 0 1 0,E00062318,comp_10853,company,317,P,250+
19195,female,26,household,0 0 1 0,E00062319,comp_10583,company,350,H,250+
19197,female,26,household,>=2 >=0 2 0,E00062319,comp_10881,company,10,Q,10-19
19198,female,26,household,0 0 1 0,E00062319,comp_10853,company,317,P,250+
19199,female,26,household,0 0 2 0,E00062319,comp_10605,company,4,J,0-4
