person_id,person_sex,person_age,residence_type,residence_original_pattern,residence_geo_unit,venue_name,venue_type,is_residence,n_students
5246,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5247,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5248,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5249,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5250,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5251,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5252,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5253,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5254,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5256,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5257,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5258,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5259,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5260,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5261,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5262,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5263,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5264,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5265,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5266,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5267,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5268,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5269,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5270,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5271,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5272,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5273,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5275,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5276,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5277,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5278,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5279,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5280,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5281,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5282,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5283,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5284,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5285,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5286,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5287,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5288,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5289,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5290,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5291,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5292,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5293,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5294,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5295,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5296,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5297,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5298,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5299,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5300,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5301,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5302,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5303,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5304,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5305,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5306,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5307,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5308,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5309,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5310,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5311,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5312,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5313,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5314,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5315,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5316,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5317,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5318,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5319,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5320,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5321,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5322,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5323,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5324,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5325,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5326,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5327,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5329,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5330,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5331,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5332,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5333,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5334,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5335,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5336,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5337,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5338,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5339,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5340,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5341,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5342,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5343,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5344,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5345,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5346,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5347,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5348,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5349,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5350,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5351,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5352,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5353,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5354,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5355,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5356,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5358,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5359,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5360,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5361,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5362,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5363,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5364,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5365,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5366,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5367,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5368,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5369,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5370,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5371,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5372,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5373,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5375,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5376,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5377,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5378,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5379,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5380,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5381,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5382,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5383,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5384,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5385,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5386,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5387,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5388,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5389,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5390,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5391,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5392,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5393,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5394,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5395,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5396,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5397,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5398,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5399,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5400,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5401,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5402,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5403,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5404,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5405,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5406,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5407,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5409,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5410,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5411,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5412,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5413,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5414,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5415,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5416,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5417,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5418,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5419,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5420,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5421,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5422,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5423,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5424,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5425,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5426,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5427,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5428,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5429,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5430,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5431,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5432,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5434,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5435,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5436,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5437,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5438,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5439,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5440,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5441,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5442,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5443,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5444,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5445,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5446,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5447,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5448,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5449,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5450,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5451,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5452,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5453,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5454,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5455,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5456,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5457,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5458,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5459,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5460,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5461,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5462,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5463,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5464,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5465,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5466,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5467,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5468,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5469,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5470,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5471,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5472,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5473,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5474,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5475,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5476,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5477,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5478,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5479,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5480,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5481,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5482,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5483,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5484,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5485,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5486,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5487,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5488,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5489,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5491,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5492,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5493,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5494,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5495,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5496,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5497,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5498,female,18,student_dorms,,E00105080,Durham University,university,False,19025
5499,female,18,student_dorms,,E00105080,Durham University,university,False,19025
